Air1,,Benzene,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
242.0111694,-0.0002449674648,242.0111694,0.3064005077,
241.4990234,-0.000436942355,241.4990234,0.3100111187,
240.9868774,-0.0003473543038,240.9868774,0.2433053404,
240.5140533,-0.0003858918499,240.5140533,0.1687582135,
240.0018311,-0.0001880467316,240.0018311,0.11854247,
239.4895935,-0.0002367920388,239.4895935,0.1176886708,
239.0167236,-0.0002673715062,239.0167236,0.1272394955,
238.504425,-9.028087516E-005,238.504425,0.1421891898,
237.9921112,-0.0002599208674,237.9921112,0.1595237851,
237.519165,-0.000187166981,237.519165,0.1689484715,
237.0068054,-0.0001710208016,237.0068054,0.1785980761,
236.4944153,-0.0001675016829,236.4944153,0.1770140976,
235.9819946,-0.0001812674891,235.9819946,0.1553883404,
235.5089874,-7.190526958E-005,235.5089874,0.1186695099,
234.9965515,-0.0002852214675,234.9965515,0.08763574809,
234.4840393,-0.0002438291267,234.4840393,0.08309982717,
234.0109711,-0.000187166981,234.0109711,0.08420041203,
233.4984131,-0.0005383531679,233.4984131,0.08515377343,
232.9858704,-1.491006151E-005,232.9858704,0.09333624691,
232.5127258,-0.0004222536518,232.5127258,0.09671681374,
232.0001373,-9.550872346E-005,232.0001373,0.09499765933,
231.4875336,-7.402755728E-005,231.4875336,0.0865803957,
231.0142975,-0.0002180604206,231.0142975,0.07712524384,
230.5016327,-0.0005670500686,230.5016327,0.0615022704,
229.9889374,-0.0004499755742,229.9889374,0.05214259028,
229.515686,-0.0004053920857,229.515686,0.05113935471,
229.0029449,-0.0002941720304,229.0029449,0.0493365638,
228.4901733,-0.0002037265513,228.4901733,0.0472523123,
228.0168457,-0.0002641118772,228.0168457,0.0485012643,
227.5040283,-0.0004079265345,227.5040283,0.05027599633,
226.9911957,-0.0001359318267,226.9911957,0.04809825122,
226.5178223,-0.0002940168197,226.5178223,0.04176174477,
226.0049438,0.0001295527036,226.0049438,0.03647084907,
225.4920502,-0.0001431258133,225.4920502,0.03127612546,
225.0185699,-2.93019275E-005,225.0185699,0.02879399247,
224.5056458,-0.0001368116791,224.5056458,0.02816158347,
223.9926758,-0.0002169220097,223.9926758,0.02597953193,
223.5191803,-7.920384087E-005,223.5191803,0.02531569637,
223.0061646,-7.739214925E-005,223.0061646,0.02663048357,
222.4931183,-0.0004611983022,222.4931183,0.02647701465,
222.0195465,-0.0006024144241,222.0195465,0.02425244637,
221.5064545,-0.0002332217118,221.5064545,0.02137087286,
220.9933624,-0.0002694928553,220.9933624,0.01813562028,
220.4802704,2.573141501E-005,220.4802704,0.01769450679,
220.0066071,-0.0003298690135,220.0066071,0.01674264483,
219.4934387,-7.248065117E-007,219.4934387,0.01631253771,
218.9802551,-0.0007224973524,218.9802551,0.01482388843,
218.506546,-2.376266821E-005,218.506546,0.01651133597,
217.9933319,-0.0004591296019,217.9933319,0.01701582596,
217.5195465,-0.0001534249168,217.5195465,0.01783203706,
217.0062866,6.764530553E-005,217.0062866,0.01780296303,
216.4929962,0.0001297598501,216.4929962,0.01783252135,
216.0191803,1.53765377E-005,216.0191803,0.01890910789,
215.5058289,-0.0005717551685,215.5058289,0.02196089737,
214.9924927,-0.0002308414696,214.9924927,0.02736792713,
214.5186157,-0.0006203540252,214.5186157,0.03317295015,
214.0052338,-0.0005575363757,214.0052338,0.04414954036,
213.4917908,-0.0009974824497,213.4917908,0.06149278581,
213.0178375,-0.0007556267083,213.0178375,0.08321857452,
212.5044098,-8.696814621E-005,212.5044098,0.1125332415,
211.9909363,-0.0005426966236,211.9909363,0.1486448795,
211.5169067,-0.0002886361617,211.5169067,0.2002621889,
211.0034027,4.988512592E-005,211.0034027,0.2665333152,
210.4898529,-0.0002186296188,210.4898529,0.3668079674,
210.0157928,-0.0007537661586,210.0157928,0.4931478798,
209.5021973,-0.0008054452483,209.5021973,0.6350099444,
208.9886017,-0.0009796101367,208.9886017,0.8379353285,
208.5144958,-0.001060494804,208.5144958,1.121593952,
208.0008392,-0.001508341637,208.0008392,1.410667896,
207.4871674,-0.001127525698,207.4871674,1.798714995,
207.013031,-0.000822291302,207.013031,2.11212635,
206.4992981,-0.0005003463011,206.4992981,2.338772774,
205.9855652,-0.0007789863157,205.9855652,2.44236517,
205.5113373,-0.0004600087996,205.5113373,2.467229128,
204.9975739,-0.001603983459,204.9975739,2.477507114,
204.4837952,-0.0008344862144,204.4837952,2.487235069,
204.0094757,-0.001365923206,204.0094757,2.495447636,
203.4956665,-0.001544867526,203.4956665,2.494823694,
